warscroll_id|line|name|description|legend|ability_type|is_reaction|condition|keywords|ability_phase|points_type|points|
000000046|1|Hallucinogenic Fungus Brews|<b>Effect:</b> In the first battle round, this unit has <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">WARD (4+)</a>. In the second battle round, this unit has <span class="kwb">WARD</span> <span class="kwb4">(</span><span class="kwb2_">5+</span><span class="kwb4">)</span>. In the third and subsequent battle rounds, this unit has <span class="kwb">WARD</span> <span class="kwb4">(</span><span class="kwb2_">6+</span><span class="kwb4">)</span>.|Gobbapalooza shamans drink hallucinogenic fungus brew before the battle begins, making them almost impervious to pain. However, as the battle progresses, the effects start to wear off.|Defensive|false|Passive||Start of Turn|||
000000046|2|Gobbapalooza Know-Wotz|<b>Effect:</b> Roll a dice. On a 3+, pick 1 of the following effects:<br><br><i><b>Glareface Dance:</b></i> Pick a friendly <span class="kwb">GLOOMSPITE</span> <span class="kwb">GITZ</span> unit within this unit’s <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat range</a>. Add 1 to <a href="">run rolls</a> and <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge rolls</a> for that unit until the start of your next turn.<br><br><i><b>Nasty Poisons:</b></i> Pick a friendly <span class="kwb">GLOOMSPITE</span> <span class="kwb">GITZ</span> unit within this unit’s combat range. Add 1 to the Rend characteristic of that unit’s weapons until the start of your next turn.<br><br><i><b>Mesmerise:</b></i> Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy unit within 12" of this unit. Until the start of your next turn, that unit cannot use <a href="/aos4/the-rules/the-core-rules/#Commands-2025-26">commands</a>.|From casting petty spells to scaring the other grots with bizarre performances, the Gobbapalooza is always up to something.|Special|false|Once Per Turn (Army), Your Hero Phase||Hero Phase|||
000000055|1|Lurid Light|<b>Effect:</b> While friendly <span class="kwb">GLOOMSPITE</span> <span class="kwb">GITZ</span> units are wholly within 12" of this <a href="/aos4/the-rules/the-core-rules/#Manifestations"><span class="kwb">MANIFESTATION</span></a> they are affected by all four <a href="/aos4/factions/gloomspite-gitz/#Battle-Traits">faces of the Bad Moon</a> (Grinnin’, Scowlin’, Sulkin’ and Cacklin’).|To the maniacal grots of the Gloomspite Gitz, one cackling lunar entity streaking through the sky is much like another.|Special|false|Passive||Start of Turn|||
000000056|1|Mutating Spores|<b>Declare:</b> Pick up to 3 enemy units within 6" of this <a href="/aos4/the-rules/the-core-rules/#Manifestations"><span class="kwb">MANIFESTATION</span></a> to be the targets.<br><br><b>Effect:</b> For each target, roll a number of dice equal to the number of models in that unit that are within 6" of this <span class="kwb">MANIFESTATION</span>. For each 5+, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target.|The spores ejected by Mork’s Mighty Mushroom cause those they touch to burst in a profusion of gruesome fungal growths.|Shooting|false|Any Shooting Phase||Shooting Phase|||
000000057|1|Blessings of the Cauldron|<b>Declare:</b> Pick a friendly <span class="tooltip00043" data-tooltip-content="#tooltip_content00043" data-tooltip-anchor="#tooltip_content00043"><span class="kwb">GLOOMSPITE</span> <span class="kwb">GITZ</span> <span class="kwb">WIZARD</span></span> within 1" of this <a href="/aos4/the-rules/the-core-rules/#Manifestations"><span class="kwb">MANIFESTATION</span></a> to be the target.<br><br><b>Effect:</b> Add 1 to the target’s <a href="/aos4/the-rules/the-core-rules/#Power-Level">power level</a> until the start of your next turn.|Scrapskuttle’s Arachnacauldron grants great arcane power to the one brave or mad enough to call upon its aid.|Special|false|Your Hero Phase||Hero Phase|||
000000058|1|Wall Crawler|<b>Effect:</b> This <a href="/aos4/the-rules/the-core-rules/#Manifestations"><span class="kwb">MANIFESTATION</span></a> can pass across <a href="/aos4/the-rules/the-core-rules/#Terrain-2025-26">terrain features</a> as if it had <a href=""><span class="kwb">FLY</span></a>.|The Spiderfang’s arachnid allies can skitter up and down vertical surfaces as if they were flat ground.|Movement|false|Passive||Movement Phase|||
000000058|2|Endless Terrors|<b>Effect:</b> This unit has <a href="/aos4/the-rules/the-core-rules/#Ward-Saves">WARD (4+)</a> while it is wholly within 12" of any friendly <span class="tooltip00044" data-tooltip-content="#tooltip_content00044" data-tooltip-anchor="#tooltip_content00044"><span class="kwb">ARACHNAROK</span></span> units.|Bolstered by the presence of an Arachnarok, the arcanely blessed spiders of the Scuttletide will spill forth without cease, making them near impossible to get rid of.|Defensive|false|Passive||Defensive reaction|||
000000059|1|Moonclan Lairs|<b>Declare:</b> Pick a friendly non-<span class="kwb">HERO</span> non-<span class="kwb">MONSTER</span> non-<span class="kwb">WAR</span> <span class="kwb">MACHINE</span> <span class="tooltip00045" data-tooltip-content="#tooltip_content00045" data-tooltip-anchor="#tooltip_content00045"><span class="kwb">GLOOMSPITE</span> <span class="kwb">GITZ</span></span> unit that has been destroyed to be the target.<br><br><b>Effect:</b> Set up a replacement unit with half the number of models from the target unit (rounding up) wholly within 12" of this terrain feature and more than 3" from all enemy units.|The Gloomspite Gitz use Moonclan-dug tunnels to reach nearby Loonshrines. In battle, reinforcements emerge from these echoing subterranean passages.|Rallying|false|Once Per Turn (Army), End of Your Turn||End of Turn|Command|1|
000000060|1|Stormbolt Tempest|<b>Declare:</b> Pick an enemy unit in combat with this unit and that <a href="">charged</a> this turn to be the target.<br><br><b>Effect:</b> Roll a dice. On a 2+, inflict an amount of <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target equal to the roll.|Should a foe charge their position, Sacristan Engineers can loose a quick-fire volley at close range.|Offensive|false|Once Per Battle (Army), Any Combat Phase||Combat Phase|||
000000061|1|Stalwart Defenders|<b>Effect:</b> Add 3 to this unit’s control score while it is <a href="/aos4/the-rules/the-core-rules/#Contesting-Objectives">contesting an objective</a> wholly within friendly territory.|Liberators fiercely guard the lands brought into Sigmar’s domain.|Control|false|Passive||End of Turn|||
000000062|1|Lightning Pulse|<b>Declare:</b> Pick up to 3 enemy units in combat with this unit to be the targets, then make a <a href="/aos4/the-rules/the-core-rules/#Spells">casting roll</a> of 2D6.<br><br><b>Effect:</b> If you picked 1 unit, inflict 3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target. If you picked 2 units, inflict 2 mortal damage on each target. If you picked 3 units, inflict 1 mortal damage on each target.|With electricity pulsing from her eyes, Astreia gathers the power of Azyr into herself and then releases it as a blinding, expanding dome of lightning.|Offensive|false|Your Hero Phase|Spell|Hero Phase|Spell|5|
000000062|2|Thunderous Pounce|<b>Effect:</b> Add 2 to <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge rolls</a> for friendly <span class="tooltip00046" data-tooltip-content="#tooltip_content00046" data-tooltip-anchor="#tooltip_content00046"><span class="kwb">SACROSANCT</span> <span class="kwb">CHAMBER</span> <span class="kwb">CAVALRY</span></span> units while they are wholly within 12" of this unit.|After years of commanding Dracolines, Astreia’s orders can send an entire pack sprinting into battle without hesitation, her own mount Kazra leading the charge.|Movement|false|Your Charge Phase||Charge Phase|||
000000062|3|Soul Energy of the First Host|<b>Declare:</b> Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> friendly <span class="tooltip00047" data-tooltip-content="#tooltip_content00047" data-tooltip-anchor="#tooltip_content00047"><span class="kwb">SACROSANCT</span> <span class="kwb">CHAMBER</span></span> unit wholly within 12" of this unit to be the target.<br><br><b>Effect:</b> Add 1 to <a href="">wound rolls</a> for the target’s attacks for the rest of the turn.|Astreia Solbright can enhance the soul energy of nearby Sacrosanct warriors, allowing them to perform extraordinary deeds.|Offensive|false|Any Combat Phase||Combat Phase|||
000000063|1|Pyroelectric Blast|<b>Declare:</b> Pick a <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> enemy unit within 12" of this unit to be the target.<br><br><b>Effect:</b> Inflict 3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target, then inflict 1 mortal damage on each other enemy unit within 3" of the target.|By combining the magic of Aqshy and Azyr, Aventis can channel a blast of power that can melt even solid stone.|Offensive|false|Your Hero Phase|Spell|Hero Phase|Spell|6|
000000063|2|Thunderhead Crown|<b>Effect:</b> <b><a href="/aos4/the-rules/the-core-rules/#Healing">Heal (3)</a></b> this unit.|Aventis’s helm taps into the Anvil of Apotheosis, renewing him even in the thick of battle.|Defensive|false|Your Hero Phase||Hero Phase|||
000000063|3|Comet Trail|<b>Declare:</b> Pick an enemy unit in combat with this unit to be the target.<br><br><b>Effect:</b> For the rest of the phase, add 1 to <a href="">hit rolls</a> for <a href="">combat attacks</a> that target that enemy unit.|The flight of a Tauralon is accompanied by sparkling Azyrite energies that serve as a beacon to keen-eyed Sigmarite warriors.|Offensive|false|Once Per Turn (Army), Any Combat Phase|Rampage|Combat Phase|||
000000064|1|Retribution From On High|<b>Declare:</b> Pick this unit if it is <b>in the Celestial Realm</b>.<br><br><b>Effect:</b> Subtract the current battle round number from 10 to determine this unit’s strike zone. Set up this unit on the battlefield more than a number of inches equal to its strike zone from all enemy units.|The Celestant-Prime descends from Azyr into the thickest fighting, Ghal Maraz glowing with power as it smites the foe.|Movement|false|Once Per Battle, Your Movement Phase||Movement Phase|||
000000064|2|Cometstrike Sceptre|<b>Effect:</b> Each time this unit attacks with its <b>Cometstrike Sceptre</b>, if the attack scores a hit, inflict D3 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the target.|Blazing with celestial might, the Celestant-Prime raises his sceptre high before letting it fall, causing comets to rain from above.|Shooting|false|Passive||Shooting Phase|||
000000065|1|Once More, for Sigmar, Charge!|<b>Declare:</b> Pick this unit and another <a href="/aos4/the-rules/the-core-rules/#Visibility">visible</a> friendly <span class="tooltip00048" data-tooltip-content="#tooltip_content00048" data-tooltip-anchor="#tooltip_content00048"><span class="kwb">WARRIOR</span> <span class="kwb">CHAMBER</span></span> unit within 3" of it to be the targets.<br><br><b>Effect:</b> For the rest of the phase, when making <a href="/aos4/the-rules/the-core-rules/#Charge-Phase">charge rolls</a> for the targets, add 1 to the number of dice rolled, then remove 1 dice of your choice and use the remaining dice as the charge roll.|Gavriel’s unshakeable devotion to Sigmar sees his warriors charging straight into the front lines, no matter the dangers before them.|Movement|false|Your Charge Phase||Charge Phase|||
000000065|2|Sigmarite Thundershield|<b>Effect:</b> Each time you make an unmodified <a href="">save roll</a> of 6 for a combat attack that targets this unit, inflict 1 <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> on the attacking unit after the <a href="/aos4/the-rules/the-core-rules/#Fight-Abilities"><span class="kwb">FIGHT</span> ability</a> has been resolved.|When struck with sufficient force, thundershields unleash stored storm energy to blast those attempting to attack.|Offensive|false|Passive||Defensive reaction|||
000000066|1|Ruination Chamber|<b>Effect:</b> Make a resistance roll of D6. On a 4+, that ability has no effect on this unit.|These veterans march where others cannot tread, fighting upon battlefields transformed into scenes of apocalypse. Even the most corrosive magics find no purchase on their souls.|Defensive|true|Once Per Turn (Army), Reaction: This unit was picked as the target of a non-<ky>Core</ky> ability||Defensive reaction|||
000000066|2|The Light of Sigmar|<b>Effect:</b> Roll a dice. On a 3+, pick 1 of the following effects:<br><ul><li>For the rest of the turn, subtract 1 from <a href="">hit rolls</a> for attacks made by enemy units while they are in combat with this unit.</li><li><b><a href="/aos4/the-rules/the-core-rules/#Healing">Heal (D3)</a></b> each friendly <span class="kwb">STORMCAST</span> <span class="kwb">ETERNALS</span> unit within this unit’s <a href="/aos4/the-rules/the-core-rules/#Combat-Range">combat range</a>.</li></ul>|With its shutters closed, the lantern of a Knight-Azyros soothes nearby allies. Opening it wide blinds the enemy with the full majesty of Sigmar's light.|Special|false|Any Combat Phase||Combat Phase|||
000000066|3|Light in the Dark|<b>Declare:</b> Pick a friendly <a href="/aos4/factions/stormcast-eternals/Prosecutors"><b>Prosecutors</b></a> unit wholly within 12" of this unit to be the target.<br><br><b>Effect:</b> Roll a dice. On a 3+, pick 1 of the following effects:<br><ul><li>If the target is in combat, the target can immediately use the ’<a href="">Retreat</a>’ ability as if it were your <a href="/aos4/the-rules/the-core-rules/#Movement-1">movement</a> phase without any <a href="/aos4/the-rules/the-core-rules/#Mortal-Damage">mortal damage</a> being inflicted on it.</li><li>If the target is not in combat, the target can immediately use the ’<a href="">Normal Move</a>’ ability as if it were your movement phase.</li></ul>|This warrior's celestial beacon serves as a guiding light to their fellow Prosecutors.|Movement|false|Once Per Turn (Army), End of Any Turn||End of Turn|||
