id|name|faction_id|source_id|legend|regiment_options|notes|description|role|virtual|no_reinforced|link|Move|Save|Control|Health|Ward|UnitSize|Cost|
000001617|Realmgore Ritualist|BoK||Realmgore Ritualists curse both the enemies of Khorne and the land itself. Blasphemous hexes are laid upon the foe to sap their strength, while bleeding runes are carved into the earth, imbuing it with an aura of rage that drives their allies to commit relentless acts of murder.|Any %000008071BLOODBOUND%|||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/blades-of-khorne/Realmgore-Ritualist|5"|5+|2|5||1|120|
000002378|Scourge of Ghyran Bloodcrushers|BoK|000000160|Some of Khorne’s daemons develop an obsession with bone-shattering cavalry combat. Riding into battle atop smoke-belching Juggernauts, they call themselves Bloodcrushers, and it is a name well earned. Rather than winding through the trees of the Everspring Swathe, they simply bulldoze a path forward, driving the panicked survivors of their rampage onto the axes of their Khornate kin.||This unit is legal for Matched Play for battles fought using the General’s Handbook 2025-26 battlepack.||Cavalry|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Scourge-of-Ghyran-Bloodcrushers|10"|4+|2|5|6+|3|150|
000002379|Scourge of Ghyran Mighty Lord of Khorne|BoK|000000160|The greatest of the Blood God’s mortal warlords are the Mighty Lords of Khorne. These hulking figures feast on violence and bloodshed, charging into battle at the head of their berserk warriors. Many of these arch-slaughterers have sworn an oath to drown Ghyran in blood. Each swipe of their daemonic axes tears at the realm’s integrity, allowing Khorne’s fury to spill through the breaches.|Any %000012597Bloodbound Warmonger%, Any %000008071BLOODBOUND%|This unit is legal for Matched Play for battles fought using the General’s Handbook 2025-26 battlepack.||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/blades-of-khorne/Scourge-of-Ghyran-Mighty-Lord-of-Khorne|5"|3+|2|7||1|140|
000002453|Deathbringer|BoK||Lieutenants and champions amongst the Bloodbound hordes, Deathbringers are ascendant warriors who desire to claim the mantle of lordship. To earn their throne they must offer the mightiest trophies to Khorne – the skulls of kings and warlords, pursued with a formidable intensity.|Any %000008071BLOODBOUND%|This <span class="kwb">HERO</span> can join an eligible regiment as a Bloodbound Warmonger.|The following units no longer have current warscrolls: Aspiring Deathbringer; Exalted Deathbringer. You can use the models in these units to represent the following units as appropriate, provided they are on the listed base sizes:<br>Aspiring Deathbringer → Deathbringer (40mm)<br>Exalted Deathbringer → Deathbringer (40mm)|Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/blades-of-khorne/Deathbringer|5"|3+|2|6||1|130|
000002454|The Exiled One|BoK|000000010|Where Skarbrand walks, death follows. When a massacre beckons, he arrives bellowing his hatred, crashing into the fray to butcher anything before him. He will do so even when it is the hosts of Khorne's brother-gods who take the field, for his sole purpose is to ensure that the Lord of Battles receives his due.||||Regiment of Renown|true|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/The-Exiled-One|||||||390|
000002461|The Red Revelation|BoK|000000010|A lifetime of carnage has left Zarxor Hell-Eye with only one goal: to experience battle in every form and glimpse the true face of the Red God. He is followed by those who share his apocalyptic desires, mortal devotees thrown into fits of heedless battle-madness by the force of the preacher's oratory and drive.||||Regiment of Renown|true|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/The-Red-Revelation|||||||380|
000002496|Brand’s Oathbound|BoK|000000108|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Brand-s-Oathbound||||||||
000002503|Godmarked Ascendant|BoK|000000025|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Godmarked-Ascendant||||||||
000002506|Hargax’s Pit-Beasts|BoK|000000108|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Hargax-s-Pit-Beasts||||||||
000002508|Krittok’s Clawpack|BoK|000000014|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Krittok-s-Clawpack||||||||
000002509|Lord Skaldior’s Chosen|BoK|000000025|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Lord-Skaldior-s-Chosen||||||||
000002513|One-eyed Grunnock|BoK|000000038|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/One-eyed-Grunnock||||||||
000002519|Snerk’s Trogg-Fer-Hire|BoK|000000143|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Snerk-s-Trogg-Fer-Hire||||||||
000002523|Stumblefoot Gargant|BoK|000000143|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Stumblefoot-Gargant||||||||
000002538|Volt-Klaw’s Enginecoven|BoK|000000014|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Volt-Klaw-s-Enginecoven||||||||
000002559|Squires of the Everchosen|BoK|000000143|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Squires-of-the-Everchosen||||||||
000002609|Kamandora’s Blades|BoK|000000138|Kamandora’s Blades dwell in the wastes left by Khorne’s armies. Guided by their matriarch, the feral clanmates Ghalista, Antro Krast and the hound Kannat weaken and bleed their foes before Throkk hacks their heads free. It is the clan’s goal to add these to the charnel pyramid that marks where the legendary Korghos Khul attained daemonhood. On their journey, they must pass through Embergard, where Kamandora senses worthy skulls to claim…||This unit cannot be reinforced. |<i>Each model in this unit is armed with Bloodied Weapons. The models in this unit are:<br><ul><li>Kamandora (champion)</li><li>Throkk</li><li>Ghalista</li><li>Antro Krast</li></ul></i>|Infantry|false|true|https://wahapedia.ru/aos4/factions/blades-of-khorne/Kamandora-s-Blades|6"|6+|1|2||4|90|
000002629|Seeker of the Dread Dirge|BoK|000000179|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Seeker-of-the-Dread-Dirge||||||||
000002637|The Curse-Steel Battery|BoK|000000179|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/The-Curse-Steel-Battery||||||||
000002661|Blades of Khorne Hero|BoK||||||Infantry Hero|true|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Blades-of-Khorne-Hero|5"|4+|2|5||||
000002694|Korghos Khul|BoK|000000187|Warlord of the legendary Goretide, Korghos Khul is rightly feared across the Mortal Realms. His campaigns of conquest have earned him many boons from Khorne – principal amongst them an axe capable of ripping open the skin of reality, and the enormous Flesh Hound known as Grizzlemaw that fights by his side. Khul, though, is more than a mere butcher. He has turned his horde of cannibals and killers into a true army – still driven by a need to slaughter, but also able to heed both his commands and those of his favoured generals.|Any %000012597Bloodbound Warmonger%, Any %000006190Blades of Khorne%|<i>Legends Warscroll</i>||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/blades-of-khorne/Korghos-Khul|5"|3+|2|8|6+|1|220|
000002695|Khul Ascended|BoK|000000187|Following the Vermindoom, Korghos Khul passed into the mists of blood-soaked myth. Not even his own followers truly knew what had become of their warlord, for those who fought alongside him in that last battle against the Hammers of Sigmar were consumed by apocalyptic fires. And yet legend tells that Khul endures. As the Hour of Ruin descended he was remade as a Daemon Prince of Khorne – a slaughterous demigod empowered by the howls of the faithful. He is cruel conquest and massacre made flesh, and wherever he roams, empires burn.|0-1 %000012598Slaughter Seeker%, Any %000006190BLADES OF KHORNE%|<i>Legends Warscroll</i>||Infantry Hero|false|true|https://wahapedia.ru/aos4/factions/blades-of-khorne/Khul-Ascended|10"|3+|5|10|5+|1|310|
000002912|Phulgoth’s Shudderhood|BoK|000000045|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Phulgoth-s-Shudderhood||||||||
000002937|The Pustules|BoK|000000045|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/The-Pustules||||||||
000002944|Diseased Revellers|BoK|000000045|||||Regiment of Renown|false|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Diseased-Revellers||||||||
000003253|Flesh Hounds|BoK||Swift, strong, and tenacious beyond mortal reason, Flesh Hounds run their prey to the ground without mercy. They are roused from within the Brass Citadel by the blaring of great horns, and pursue their prey through the Mortal Realms as readily as they do the domain of the gods. Those who seek to outrun or destroy these daemonic beasts find their tricks coming to nothing and their blades turned aside, extinguished by the wrath of Khorne – in the moments before they are ripped apart.||Spearhead: Fangs of the Blood God||Beast|true|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Flesh-Hounds-1|8"|6+|1|2|6+|5||
000003254|Karanak|BoK||Ever watchful, ever hungry, Karanak is the physical manifestation of the Blood God’s wrathful vengeance. Once he has the scent of his quarry, this tireless hunter will not cease in his hunt until he tastes their torn flesh between his fangs. Each of Karanak’s three heads tracks the enemy through a different means – through space, through time and, most sinister of all, through the echo of their own thoughts and terrors.||Spearhead: Fangs of the Blood God||Beast Hero|true|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Karanak-1|8"|5+|2|7|6+|1||
000003255|Claws of Karanak|BoK||The Claws of Karanak venerate the Flesh Hounds of Khorne, taking on an aspect of the daemons’ bloodthirsty nature as they hunt the enemies of the Blood God and hack them to shreds in horrific displays of brutality. They dwell in the harsh and desolate lands created by the passage of Khorne’s armies, amongst caves filled with the stripped bones of their enemies. The fiercest of their chieftains and champions have something of the daemon within their souls, an unholy union that drives out human reason for elemental savagery.||Spearhead: Fangs of the Blood God||Infantry|true|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Claws-of-Karanak-1|6"|5+|1|1||8||
000003256|Blood Warriors|BoK||Blood Warriors are those who have drawn the War God’s gaze through acts of great carnage. Each has undergone the dreaded Red Baptism – a grisly process in which their skin agonisingly scabs over with thick layers of blood, before hardening into formidable armour. Armed with cleaving blades and spiked gauntlets, the Blood Warriors revel in the battle-strength their divine favour affords. All know, however, that their wrathful god might rescind his boons as swiftly as he provided them. So do the Blood Warriors never rest in their murdermaking, fighting even at the point of death to drag down one last enemy in the name of the Blood God.||Spearhead: Bloodbound Gore Pilgrims||Infantry|true|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Blood-Warriors-1|5"|3+|1|2||5||
000003257|Slaughterpriest|BoK||Slaughterpriests are the holiest of Khorne’s mortal champions, possessed of a spiritual connection with the Lord of the Skull Throne. Where the priests of another deity might channel their essence through sorcery or simpering prayer, these brutal demagogues gain power through ritually drinking the blood of butchered foes and allies alike whilst bellowing their invectives to the raging skies. As well as being formidable warriors in their own right, a Slaughterpriest can command blood in the name of its rightful master – compelling it to boil within an enemy’s veins before bursting forth in gruesome sanguinary sprays.||Spearhead: Bloodbound Gore Pilgrims||Infantry Hero|true|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Slaughterpriest-1|5"|5+|2|6||1||
000003258|Bloodreavers|BoK||Bloodreavers form the howling masses of the Bloodbound warhordes. Though rightly feared by their enemies for their murderous fury, they are themselves cursed. To earn a place amongst the Brazen One’s armies, each has endured gruelling trials, the last of which is to consume the flesh of their own fallen. Such a monstrous desecration ensures there can be no turning back from the path of skulls. Bloodreavers congregate around the Slaughterpriests in frothing packs, fighting beyond sanity and surging back to their feet when struck down in battle rather than disgracing themselves before the prophets of their deity.||Spearhead: Bloodbound Gore Pilgrims||Infantry|true|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Bloodreavers-1|5"|6+|1|1||10||
000003259|Mighty Skullcrushers|BoK||The ground shakes as the Mighty Skullcrushers ride into battle. These are the chosen mortal knights of Khorne, forming a stampede of cursed lances and hellforged metal that can shatter any shieldwall with the force of its charge. Each Skullcrusher has drawn the attention of a Juggernaut, goading it to burst from its prison within Khorne’s domain and chase them down, before breaking the daemon through their brutality and force of will. Together, armoured champion and brass-skinned daemon are nigh impossible to slay.||Spearhead: Bloodbound Gore Pilgrims||Cavalry|true|false|https://wahapedia.ru/aos4/factions/blades-of-khorne/Mighty-Skullcrushers-1|8"|2+|2|5||3||
000001989|Maniak Weirdnob|BS||Their minds utterly consumed by furious beast spirits, Maniak Weirdnobs hurtle into battle atop hulking war boars. Their staffs are carved from the bones of the mightiest monsters, the caged power within driving the Bonesplitterz into a deadly fury.|Any %000013754Bonesplitterz%|This unit will move to Warhammer Legends on 1 June 2025.||Cavalry Hero|false|true|https://wahapedia.ru/aos4/factions/bonesplitterz/Maniak-Weirdnob|10"|5+|2|6|6+|1|160|
